City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,Brumadinho,-20.1433,-44.1997,296.15,68,75,3.09,BR,2021-04-04 23:45:23
299,Meulaboh,4.1363,96.1285,297.74,88,100,1.62,ID,2021-04-04 23:45:24
300,Saint Anthony,45.0205,-93.218,298.15,19,1,3.6,US,2021-04-04 23:45:24
301,Ondjiva,-17.0667,15.7333,292.76,54,54,2.73,AO,2021-04-04 23:45:24
302,Kulhudhuffushi,6.6221,73.07,301.2,71,25,5.3,MV,2021-04-04 23:45:25
303,Terney,45.0503,136.6092,279.64,43,0,0.89,RU,2021-04-04 23:45:25
304,Aksha,50.2814,113.2867,274.07,55,14,6.58,RU,2021-04-04 23:45:25
305,Assiniboia,49.6334,-105.9845,292.15,16,64,8.23,CA,2021-04-04 23:45:26
306,Rocha,-34.4833,-54.3333,291.19,96,17,3.59,UY,2021-04-04 23:39:51
307,Gayny,60.3071,54.3241,262.52,98,84,1.46,RU,2021-04-04 23:45:26
308,Pahrump,36.2083,-115.9839,303.15,3,25,1.79,US,2021-04-04 23:43:15
309,Hobyo,5.3505,48.5268,300.91,70,76,5.47,SO,2021-04-04 23:43:55
310,Saint-Joseph,-21.3667,55.6167,298.15,73,0,3.09,RE,2021-04-04 23:45:26
311,Khani,41.9563,42.9566,285.15,76,75,1.03,GE,2021-04-04 23:45:27
312,Pangoa,-12.1167,-73.0,294.21,94,73,0.55,PE,2021-04-04 23:44:40
313,Elizabeth City,36.2946,-76.2511,294.15,30,1,3.09,US,2021-04-04 23:44:06
314,Nizwa,22.9333,57.5333,298.42,26,11,1.17,OM,2021-04-04 23:44:47
315,Cockburn Town,21.4612,-71.1419,296.33,75,99,11.2,TC,2021-04-04 23:44:25
316,Yaqui,27.3667,-110.1667,304.15,27,1,3.09,MX,2021-04-04 23:45:27
317,Salalah,17.0151,54.0924,299.15,83,0,1.54,OM,2021-04-04 23:39:19
318,Marawi,7.9986,124.2928,296.32,82,100,1.3,PH,2021-04-04 23:39:42
319,Kaitangata,-46.2817,169.8464,287.04,68,53,9.83,NZ,2021-04-04 23:39:10
320,Kysyl-Syr,63.8986,122.7617,250.97,97,81,1.97,RU,2021-04-04 23:45:28
321,Batagay-Alyta,67.8006,130.4114,250.44,88,100,1.92,RU,2021-04-04 23:45:28
322,Florianopolis,-27.6146,-48.5012,298.71,73,40,2.57,BR,2021-04-04 23:44:38
323,Shahr-E Babak,30.1165,55.1186,281.92,15,23,0.09,IR,2021-04-04 23:45:29
324,Havre-Saint-Pierre,50.2334,-63.5986,277.15,93,40,5.14,CA,2021-04-04 23:41:06
325,Mocuba,-16.8392,36.9856,292.55,97,1,1.29,MZ,2021-04-04 23:45:29
326,San Andres,12.5847,-81.7006,302.15,65,20,6.17,CO,2021-04-04 23:45:29
327,Niimi,34.9833,133.4667,283.71,71,75,4.63,JP,2021-04-04 23:45:30
328,Beloha,-25.1667,45.05,291.95,88,7,3.41,MG,2021-04-04 23:45:30
329,Roebourne,-20.7833,117.1333,302.97,35,7,3.05,AU,2021-04-04 23:45:30
330,Beyneu,45.3167,55.2,281.35,77,10,4.64,KZ,2021-04-04 23:45:31
331,Tuktoyaktuk,69.4541,-133.0374,258.15,85,90,9.26,CA,2021-04-04 23:38:48
332,Tubuala,9.5167,-79.0333,301.15,69,40,4.12,PA,2021-04-04 23:45:31
333,Ovalle,-30.5983,-71.2003,292.33,70,51,2.07,CL,2021-04-04 23:45:31
334,Boa Vista,2.8197,-60.6733,299.15,83,90,3.6,BR,2021-04-04 23:45:32
335,Petropavlovsk-Kamchatskiy,53.0452,158.6483,275.15,55,75,3.0,RU,2021-04-04 23:45:04
336,Harsud,22.1,76.7333,300.41,16,0,1.55,IN,2021-04-04 23:45:32
337,Sergeyevka,53.88,67.4158,270.69,97,100,2.7,KZ,2021-04-04 23:45:32
338,Acapulco,16.8634,-99.8901,302.15,70,1,2.57,MX,2021-04-04 23:41:57
339,Lalitpur,27.6667,85.3333,285.15,58,20,1.03,NP,2021-04-04 23:45:33
340,Kavaratti,10.5669,72.642,300.94,70,62,5.54,IN,2021-04-04 23:39:32
341,Lorengau,-2.0226,147.2712,300.73,81,100,2.86,PG,2021-04-04 23:39:26
342,Santa Maria,-29.6842,-53.8069,296.15,78,0,2.57,BR,2021-04-04 23:44:45
343,Guerrero Negro,27.9769,-114.0611,291.88,66,2,8.41,MX,2021-04-04 23:45:33
344,Rezekne,56.5,27.3167,274.48,76,20,7.24,LV,2021-04-04 23:45:34
345,Namibe,-15.1961,12.1522,299.28,80,65,2.83,AO,2021-04-04 23:39:53
346,Isangel,-19.55,169.2667,301.15,65,75,6.69,VU,2021-04-04 23:40:32
347,Preobrazheniye,42.9019,133.9064,279.85,41,0,0.37,RU,2021-04-04 23:45:34
348,Guiberoua,6.2392,-6.1727,296.47,94,95,1.98,CI,2021-04-04 23:45:35
349,Bubaque,11.2833,-15.8333,297.52,73,59,7.32,GW,2021-04-04 23:45:35
350,Dunedin,-45.8742,170.5036,289.82,62,27,15.2,NZ,2021-04-04 23:39:03
351,Husavik,66.0449,-17.3389,265.15,62,90,4.63,IS,2021-04-04 23:45:35
352,Mana,5.6592,-53.7767,298.58,87,88,4.33,GF,2021-04-04 23:45:35
353,Buchanan,5.8808,-10.0467,299.42,87,39,2.5,LR,2021-04-04 23:40:27
354,Mersing,2.4312,103.8405,298.99,87,59,1.79,MY,2021-04-04 23:45:36
355,Gweta,-20.1833,25.2333,295.61,52,3,3.85,BW,2021-04-04 23:45:36
356,Pittsburgh,40.4406,-79.9959,291.15,24,1,3.6,US,2021-04-04 23:43:41
357,Kyzyl-Suu,42.3414,78.0056,275.22,91,100,1.53,KG,2021-04-04 23:45:37
358,Albacete,38.8333,-2.0,284.15,87,20,3.6,ES,2021-04-04 23:45:37
359,Mari,-7.06,-35.3194,299.15,94,20,2.57,BR,2021-04-04 23:45:37
360,Lompoc,34.6391,-120.4579,290.15,55,79,6.69,US,2021-04-04 23:38:59
361,Lavrentiya,65.5833,-171.0,257.76,71,19,2.53,RU,2021-04-04 23:39:27
362,Broken Hill,-31.95,141.4333,292.15,63,0,6.17,AU,2021-04-04 23:40:39
363,Nuuk,64.1835,-51.7216,274.82,93,100,21.01,GL,2021-04-04 23:45:38
364,Zachary,30.6485,-91.1565,296.15,31,1,3.6,US,2021-04-04 23:44:32
365,Coahuayana,18.7333,-103.6833,301.15,42,40,4.12,MX,2021-04-04 23:42:18
366,Seoul,37.5683,126.9778,283.15,62,0,0.51,KR,2021-04-04 23:34:50
367,Salta,-24.7859,-65.4117,291.15,88,75,1.54,AR,2021-04-04 23:42:31
368,Mitsamiouli,-11.3847,43.2844,300.9,74,37,3.22,KM,2021-04-04 23:44:11
369,Burriana,39.889,-0.085,283.71,82,0,1.68,ES,2021-04-04 23:45:39
370,Manono,-7.3,27.4167,293.55,94,90,0.9,CD,2021-04-04 23:45:39
371,Belaya Gora,68.5333,146.4167,257.1,89,100,3.93,RU,2021-04-04 23:45:39
372,Tabuk,17.4189,121.4443,298.82,72,37,2.18,PH,2021-04-04 23:45:39
373,Kropotkin,45.4375,40.5756,284.02,78,100,5.33,RU,2021-04-04 23:45:40
374,Veraval,20.9,70.3667,298.29,79,0,3.52,IN,2021-04-04 23:44:47
375,Cururupu,-1.8283,-44.8683,297.36,97,100,2.03,BR,2021-04-04 23:45:40
376,Gamba,-2.65,10.0,298.69,92,100,2.48,GA,2021-04-04 23:38:54
377,Kpalime,6.9,0.6333,297.74,92,16,1.64,TG,2021-04-04 23:45:41
378,Dingle,10.9995,122.6711,300.84,68,93,4.61,PH,2021-04-04 23:39:36
379,Pueblo Bello,8.2041,-76.526,297.53,96,98,1.5,CO,2021-04-04 23:45:41
380,Los Llanos De Aridane,28.6585,-17.9182,292.15,63,90,2.06,ES,2021-04-04 23:45:41
381,Kushiro,42.975,144.3747,275.15,64,75,5.14,JP,2021-04-04 23:45:42
382,Klaksvik,62.2266,-6.589,269.15,74,75,17.49,FO,2021-04-04 23:39:45
383,Visby,57.6409,18.296,279.15,70,90,12.35,SE,2021-04-04 23:41:34
384,Fuyang,32.9,115.8167,282.31,63,100,3.22,CN,2021-04-04 23:45:42
385,Egvekinot,66.3167,-179.1667,254.23,80,33,1.79,RU,2021-04-04 23:44:46
386,Waitati,-45.75,170.5667,289.82,62,2,15.2,NZ,2021-04-04 23:45:43
387,Fort Abbas,29.1925,72.8536,298.29,12,55,3.06,PK,2021-04-04 23:45:43
388,Carutapera,-1.195,-46.02,297.72,94,100,3.45,BR,2021-04-04 23:44:33
389,Roma,43.2128,-75.4557,285.15,35,20,5.66,US,2021-04-04 23:45:43
390,Bintulu,3.1667,113.0333,298.15,94,40,2.39,MY,2021-04-04 23:45:44
391,Canton,23.1167,113.25,294.82,37,96,2.89,CN,2021-04-04 23:44:22
392,Airai,-8.9266,125.4092,289.93,93,100,1.43,TL,2021-04-04 23:40:17
393,Kisangani,0.5167,25.2,295.05,90,100,1.08,CD,2021-04-04 23:45:44
394,Pringsewu,-5.3582,104.9744,296.82,93,99,0.76,ID,2021-04-04 23:44:06
395,Capreol,46.706,-80.9225,285.15,24,20,3.09,CA,2021-04-04 23:45:44
396,Foam Lake,51.65,-103.5343,288.15,26,100,7.2,CA,2021-04-04 23:45:45
397,Darab,28.7519,54.5444,287.08,11,66,0.61,IR,2021-04-04 23:44:01
398,Sungairaya,0.7,108.9,299.06,83,94,1.83,ID,2021-04-04 23:45:45
399,Bagan,54.1001,77.6646,268.99,81,100,5.08,RU,2021-04-04 23:45:45
400,Nabire,-3.3667,135.4833,301.57,69,46,0.78,ID,2021-04-04 23:40:56
401,Miri,4.4148,114.0089,298.15,94,40,1.03,MY,2021-04-04 23:42:27
402,Senden,48.3244,10.0444,275.15,69,2,1.03,DE,2021-04-04 23:45:46
403,Fauske,67.2588,15.3918,272.59,94,100,1.82,NO,2021-04-04 23:45:46
404,Kidal,18.4411,1.4078,300.01,6,1,3.61,ML,2021-04-04 23:45:46
405,Barentu,15.1139,37.5928,295.89,39,1,1.94,ER,2021-04-04 23:45:47
406,Gold Coast,-28.0,153.4333,294.82,94,90,3.09,AU,2021-04-04 23:45:47
407,Kieta,-6.2167,155.6333,301.76,75,99,0.45,PG,2021-04-04 23:39:06
408,Redmond,47.674,-122.1215,282.59,60,98,1.43,US,2021-04-04 23:45:47
409,Springfield,37.2153,-93.2982,296.15,43,1,4.63,US,2021-04-04 23:44:53
410,Ponta Delgada,37.7333,-25.6667,289.15,94,75,3.09,PT,2021-04-04 23:42:11
411,Sunbury,-37.5833,144.7333,290.37,55,75,5.66,AU,2021-04-04 23:45:48
412,Kloulklubed,7.0419,134.2556,300.15,89,75,1.54,PW,2021-04-04 23:39:41
413,Oum Hadjer,13.2954,19.6966,301.23,13,43,4.29,TD,2021-04-04 23:45:48
414,Petatlan,17.5167,-101.2667,303.15,66,20,4.12,MX,2021-04-04 23:45:49
415,Lazaro Cardenas,17.9583,-102.2,300.56,54,84,4.58,MX,2021-04-04 23:45:49
416,Suluktu,39.9337,69.57,282.15,76,90,4.0,KG,2021-04-04 23:45:49
417,Bilma,18.6853,12.9164,296.6,10,1,3.13,NE,2021-04-04 23:41:59
418,Santander,43.4647,-3.8044,282.04,87,0,0.51,ES,2021-04-04 23:42:13
419,Pangnirtung,66.1451,-65.7125,254.3,83,39,3.29,CA,2021-04-04 23:41:57
420,Scottsbluff,41.8666,-103.6672,297.15,15,40,11.83,US,2021-04-04 23:45:50
421,Longfeng,46.55,125.1167,283.17,27,5,6.42,CN,2021-04-04 23:45:50
422,Obo,5.3998,26.4869,296.36,31,84,1.14,CF,2021-04-04 23:44:36
423,Qaqortoq,60.7167,-46.0333,257.15,100,90,2.47,GL,2021-04-04 23:41:56
424,Genhe,50.7833,121.5167,273.89,69,93,4.42,CN,2021-04-04 23:45:51
425,Olafsvik,64.8945,-23.7142,266.32,52,100,4.2,IS,2021-04-04 23:39:40
426,Along,28.1667,94.7667,288.87,65,58,1.18,IN,2021-04-04 23:45:51
427,Maniitsoq,65.4167,-52.9,270.48,91,100,3.65,GL,2021-04-04 23:44:21
428,Alyangula,-13.8483,136.4192,301.37,51,58,2.24,AU,2021-04-04 23:43:37
429,Ekibastuz,51.6667,75.3667,278.26,55,100,5.41,KZ,2021-04-04 23:45:02
430,Touros,-5.1989,-35.4608,299.15,83,20,2.57,BR,2021-04-04 23:45:52
431,Kirakira,-10.4544,161.9205,303.56,68,69,1.81,SB,2021-04-04 23:45:52
432,Nehe,48.4833,124.8333,281.36,35,61,5.79,CN,2021-04-04 23:45:52
433,Kayes,14.0,-11.0,306.59,10,25,1.88,ML,2021-04-04 23:45:53
434,Kerema,-7.9631,145.7785,302.12,66,63,1.89,PG,2021-04-04 23:45:53
435,Jijiga,9.35,42.8,292.65,50,56,1.19,ET,2021-04-04 23:45:53
436,Emba,48.8264,58.1442,275.29,96,94,3.98,KZ,2021-04-04 23:45:54
437,Portland,45.5234,-122.6762,287.59,30,75,4.63,US,2021-04-04 23:43:02
438,Aykhal,66.0,111.5,249.13,99,100,2.22,RU,2021-04-04 23:45:54
439,Samarai,-10.6167,150.6667,302.42,73,64,4.97,PG,2021-04-04 23:39:57
440,Doha,25.2867,51.5333,295.15,37,0,6.69,QA,2021-04-04 23:43:13
441,Kalmunai,7.4167,81.8167,298.59,85,86,1.4,LK,2021-04-04 23:39:42
442,Bodden Town,19.2833,-81.25,299.15,65,75,7.72,KY,2021-04-04 23:45:55
443,Filadelfia,39.9523,-75.1638,292.15,22,20,8.23,US,2021-04-04 23:40:42
444,Carnot,4.9409,15.8665,299.32,43,86,1.81,CF,2021-04-04 23:45:55
445,Castelldefels,41.2779,1.9703,285.93,66,0,2.57,ES,2021-04-04 23:45:55
446,Tolaga Bay,-38.3667,178.3,295.76,39,77,2.96,NZ,2021-04-04 23:45:56
447,Alice Springs,-23.7,133.8833,293.15,49,0,2.57,AU,2021-04-04 23:41:00
448,Nome,64.5011,-165.4064,257.04,71,1,8.23,US,2021-04-04 23:40:04
449,Soyo,-6.1349,12.3689,299.75,80,99,2.11,AO,2021-04-04 23:40:26
450,Shemonaikha,50.6328,81.9056,268.15,91,37,1.96,KZ,2021-04-04 23:45:56
451,Povazska Bystrica,49.1215,18.4217,269.82,86,0,1.0,SK,2021-04-04 23:45:56
452,Viedma,-40.8135,-62.9967,298.15,43,3,7.13,AR,2021-04-04 23:45:57
453,Hofn,64.2539,-15.2082,265.39,58,25,10.52,IS,2021-04-04 23:41:34
454,Riyadh,24.6877,46.7219,292.15,20,0,3.09,SA,2021-04-04 23:43:28
455,Bahia Honda,22.9036,-83.1592,295.35,61,33,6.59,CU,2021-04-04 23:45:57
456,Maceio,-9.6658,-35.7353,298.15,94,20,1.03,BR,2021-04-04 23:44:21
457,Vila Franca Do Campo,37.7167,-25.4333,289.15,94,75,3.6,PT,2021-04-04 23:41:43
458,Goderich,43.7501,-81.7165,281.15,57,36,2.06,CA,2021-04-04 23:45:58
459,Majene,-3.5403,118.9707,300.15,83,97,2.49,ID,2021-04-04 23:42:21
460,Merauke,-8.4667,140.3333,301.11,78,94,1.23,ID,2021-04-04 23:43:47
461,Boda,4.3189,17.4695,298.19,63,60,1.47,CF,2021-04-04 23:45:58
462,Bafq,31.6128,55.4107,286.32,20,0,1.62,IR,2021-04-04 23:44:56
463,Harrisburg,40.2737,-76.8844,294.15,18,1,5.14,US,2021-04-04 23:43:11
464,Deputatskiy,69.3,139.9,254.27,92,100,1.46,RU,2021-04-04 23:39:02
465,Gergebil,42.5047,47.0661,280.15,87,1,4.0,RU,2021-04-04 23:45:59
466,Launceston,-41.45,147.1667,288.71,58,0,2.57,AU,2021-04-04 23:45:59
467,Grand-Santi,4.25,-54.3833,296.29,99,100,0.8,GF,2021-04-04 23:44:12
468,Ambon,-3.6954,128.1814,304.15,70,40,2.06,ID,2021-04-04 23:44:04
469,Vila Velha,-20.3297,-40.2925,298.15,73,20,4.12,BR,2021-04-04 23:42:25
470,Sandpoint,48.2766,-116.5533,280.37,93,90,2.06,US,2021-04-04 23:42:44
471,Torva,58.0028,25.935,277.59,65,90,7.72,EE,2021-04-04 23:46:00
472,Verkhoyansk,67.5447,133.385,250.68,91,99,1.6,RU,2021-04-04 23:46:00
473,Buenos Aires,-34.6132,-58.3772,294.82,88,20,6.17,AR,2021-04-04 23:42:37
474,Boguchany,58.3814,97.4531,271.93,97,100,1.39,RU,2021-04-04 23:46:01
475,San Jose,37.3394,-121.895,291.15,55,90,7.2,US,2021-04-04 23:44:46
476,Harer,9.3094,42.1258,290.99,45,44,1.24,ET,2021-04-04 23:46:01
477,Rosarito,32.3333,-117.0333,296.48,52,75,5.66,MX,2021-04-04 23:44:23
478,Brae,60.3964,-1.353,270.15,80,75,13.89,GB,2021-04-04 23:39:12
479,Constitucion,-35.3333,-72.4167,285.81,93,12,2.74,CL,2021-04-04 23:39:34
480,Alofi,-19.0595,-169.9187,301.15,78,100,3.6,NU,2021-04-04 23:39:41
481,Saint-Augustin,51.226,-58.6502,275.32,99,100,8.19,CA,2021-04-04 23:43:44
482,Beringovskiy,63.05,179.3167,259.64,75,54,3.2,RU,2021-04-04 23:46:02
483,De Aar,-30.6497,24.0123,292.7,38,0,2.92,ZA,2021-04-04 23:46:02
484,Kaduqli,11.0167,29.7167,299.89,14,17,4.21,SD,2021-04-04 23:46:02
485,Ahipara,-35.1667,173.1667,293.54,62,75,2.98,NZ,2021-04-04 23:40:30
486,Asosa,10.0667,34.5333,295.49,22,39,2.28,ET,2021-04-04 23:46:03
487,Olinda,-8.0089,-34.8553,300.15,69,75,4.12,BR,2021-04-04 23:44:39
488,Te Karaka,-38.4654,177.8679,299.7,30,69,1.57,NZ,2021-04-04 23:46:03
489,Taoudenni,22.6783,-3.9836,302.48,6,85,4.77,ML,2021-04-04 23:46:04
490,Raga,8.4596,25.678,297.7,19,53,1.59,SS,2021-04-04 23:46:04
491,Ishigaki,24.3448,124.1572,292.15,68,75,5.66,JP,2021-04-04 23:46:04
492,Conde,-7.2597,-34.9075,299.15,94,20,2.57,BR,2021-04-04 23:44:29
493,Machaneng,-23.1862,27.4886,290.59,79,0,1.56,BW,2021-04-04 23:46:05
494,Nadbai,27.2333,77.2,298.01,8,28,1.38,IN,2021-04-04 23:46:05
495,Vostok,46.4856,135.8833,276.34,43,6,2.48,RU,2021-04-04 23:40:08
496,Ballina,-28.8667,153.5667,296.15,83,90,3.09,AU,2021-04-04 23:44:22
497,Shache,38.4167,77.2406,282.0,44,99,2.3,CN,2021-04-04 23:46:06
498,Korla,41.7597,86.1469,281.77,31,49,4.25,CN,2021-04-04 23:43:39
499,Makakilo City,21.3469,-158.0858,300.15,50,1,6.17,US,2021-04-04 23:41:23
500,Kahului,20.8947,-156.47,297.15,83,40,8.23,US,2021-04-04 23:39:31
501,Novomykolayivka,47.9781,35.9102,274.15,93,100,1.2,UA,2021-04-04 23:46:06
502,Tygda,53.1167,126.3333,269.13,91,100,3.9,RU,2021-04-04 23:46:07
503,Atambua,-9.1061,124.8925,296.48,87,100,4.38,ID,2021-04-04 23:43:09
504,Comodoro Rivadavia,-45.8667,-67.5,294.15,46,0,2.57,AR,2021-04-04 23:46:07
505,Krasnyy,54.5678,31.4333,272.47,76,56,3.27,RU,2021-04-04 23:46:07
506,Burns Lake,54.2331,-125.7533,279.15,36,9,4.63,CA,2021-04-04 23:46:08
507,Sterling,39.0062,-77.4286,294.15,19,1,6.69,US,2021-04-04 23:46:08
508,Traralgon,-38.1833,146.5333,289.26,69,71,0.89,AU,2021-04-04 23:46:08
509,La Romana,18.4273,-68.9728,295.15,100,75,5.14,DO,2021-04-04 23:46:09
510,Zabol,32.25,67.25,285.92,57,100,3.27,AF,2021-04-04 23:46:09
511,Muravlenko,63.7898,74.523,273.39,98,100,5.65,RU,2021-04-04 23:46:09
512,Broadstairs,51.3591,1.4394,281.48,70,18,1.79,GB,2021-04-04 23:46:09
513,Kalanchak,46.2562,33.2907,275.93,100,100,2.24,UA,2021-04-04 23:46:10
514,Matay,28.419,30.7792,290.23,22,0,3.52,EG,2021-04-04 23:42:37
515,Dong Xoai,11.5333,106.9167,297.89,76,100,1.22,VN,2021-04-04 23:41:39
516,Dhidhdhoo,6.8833,73.1,301.17,72,41,5.36,MV,2021-04-04 23:46:10
517,Broome,42.2506,-75.833,282.15,40,1,6.69,US,2021-04-04 23:41:39
518,Nelson Bay,-32.7167,152.15,298.15,83,34,1.2,AU,2021-04-04 23:46:11
519,Birao,10.2849,22.7882,297.91,15,4,2.63,CF,2021-04-04 23:46:11
520,Ukiah,39.1502,-123.2078,294.15,37,1,2.06,US,2021-04-04 23:46:11
521,Marsabit,2.3284,37.9899,293.85,70,92,5.74,KE,2021-04-04 23:46:11
522,Porto Novo,6.4965,2.6036,300.65,83,3,4.41,BJ,2021-04-04 23:43:19
523,Kamaishi,39.2667,141.8833,279.15,75,75,7.72,JP,2021-04-04 23:46:12
524,Ligayan,4.6533,119.4706,300.99,76,97,3.92,PH,2021-04-04 23:46:12
525,La Colorada,8.0167,-80.9833,301.53,53,97,4.69,PA,2021-04-04 23:46:13
526,Half Moon Bay,37.4636,-122.4286,288.71,71,1,6.17,US,2021-04-04 23:46:13
527,Huarmey,-10.0681,-78.1522,295.67,78,28,3.18,PE,2021-04-04 23:41:17
528,Palmaner,13.2,78.75,296.18,81,39,1.19,IN,2021-04-04 23:46:13
529,San Cristobal,7.7669,-72.225,300.15,74,40,2.06,VE,2021-04-04 23:46:13
530,Moorhead,46.8739,-96.7676,294.15,17,1,4.63,US,2021-04-04 23:46:14
531,Anjozorobe,-18.4,47.8667,290.15,100,40,2.06,MG,2021-04-04 23:46:14
532,Arlit,18.7369,7.3853,298.48,7,0,4.2,NE,2021-04-04 23:40:28
533,Mpanda,-6.3655,31.0409,290.98,97,89,0.42,TZ,2021-04-04 23:46:15
534,Karratha,-20.7377,116.8463,302.82,37,6,2.89,AU,2021-04-04 23:41:58
535,Saint-Denis,48.9167,2.3333,279.82,81,0,1.03,FR,2021-04-04 23:46:15
536,Tazovskiy,67.4667,78.7,273.34,97,100,5.05,RU,2021-04-04 23:46:15
537,Kathmandu,27.7167,85.3167,285.15,58,20,1.03,NP,2021-04-04 23:46:16
538,Linxia,35.6003,103.2064,278.07,72,40,1.15,CN,2021-04-04 23:46:16
539,Abonnema,4.7084,6.7931,301.15,83,40,3.17,NG,2021-04-04 23:46:16
540,Tecpan,14.7623,-90.9947,291.15,63,75,10.29,GT,2021-04-04 23:46:16
541,Altay,47.8667,88.1167,275.34,37,6,4.27,CN,2021-04-04 23:39:16
542,Cabo Rojo,18.0866,-67.1457,299.26,73,40,1.34,PR,2021-04-04 23:46:17
543,San Fernando,15.0286,120.6898,299.15,78,75,1.03,PH,2021-04-04 23:46:17
544,Poum,-20.2333,164.0167,299.7,69,74,11.56,NC,2021-04-04 23:41:57
545,Montbrison,45.6667,4.0833,275.37,75,0,1.22,FR,2021-04-04 23:46:17
546,Hualmay,-11.0964,-77.6139,295.23,78,33,3.59,PE,2021-04-04 23:44:12
547,Chake Chake,-5.2459,39.7666,298.93,84,62,3.28,TZ,2021-04-04 23:46:18
548,Gryazovets,58.88,40.2525,271.71,90,98,4.1,RU,2021-04-04 23:46:18
549,Saint-Jovite,46.1186,-74.5966,283.15,43,98,1.03,CA,2021-04-04 23:46:19
550,Vardo,70.3705,31.1107,275.4,89,100,7.51,NO,2021-04-04 23:46:19
551,Yagoua,10.3411,15.2329,302.47,17,17,3.56,CM,2021-04-04 23:46:19
552,Camacha,33.0833,-16.3333,288.15,77,20,1.03,PT,2021-04-04 23:42:06
553,Malyye Derbety,47.9547,44.6808,277.47,94,100,5.22,RU,2021-04-04 23:46:20
554,San Policarpo,12.1791,125.5072,301.29,63,99,4.09,PH,2021-04-04 23:46:20
555,Bansi,27.1833,82.9333,293.2,8,50,2.43,IN,2021-04-04 23:46:20
556,Ust-Maya,60.4167,134.5333,257.57,89,98,1.19,RU,2021-04-04 23:46:20
557,Talmenka,53.8183,83.5677,271.15,43,0,4.0,RU,2021-04-04 23:46:21
558,Komsomolskiy,40.4272,71.7189,282.15,76,75,1.63,UZ,2021-04-04 23:46:21
559,Mehamn,71.0357,27.8492,273.82,96,100,2.48,NO,2021-04-04 23:38:55
560,Uige,-7.6087,15.0613,292.66,92,98,1.52,AO,2021-04-04 23:46:22
561,Bahia Blanca,-38.7196,-62.2724,295.64,54,4,5.21,AR,2021-04-04 23:44:54
562,Panguiranan,12.0699,123.3185,301.38,62,100,4.82,PH,2021-04-04 23:46:22
563,Haines Junction,60.7522,-137.5108,278.15,45,100,5.14,CA,2021-04-04 23:46:22
564,Abbeville,50.1,1.8333,278.71,81,15,5.19,FR,2021-04-04 23:46:23
